Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases,Month,Day
Sandwell,E08000028,Upper tier local authority,2020-04-24,24,,,908,,,April,24
Dudley,E08000027,Upper tier local authority,2020-04-24,13,,,689,,,April,24
Coventry,E08000026,Upper tier local authority,2020-04-24,6,,,629,,,April,24
Birmingham,E08000025,Upper tier local authority,2020-04-24,37,,,2705,,,April,24
Sunderland,E08000024,Upper tier local authority,2020-04-24,20,,,1075,,,April,24
South Tyneside,E08000023,Upper tier local authority,2020-04-24,27,,,482,,,April,24
North Tyneside,E08000022,Upper tier local authority,2020-04-24,2,,,439,,,April,24
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-24,14,,,825,,,April,24
Sheffield,E08000019,Upper tier local authority,2020-04-24,17,,,1945,,,April,24
Rotherham,E08000018,Upper tier local authority,2020-04-24,9,,,615,,,April,24
Doncaster,E08000017,Upper tier local authority,2020-04-24,15,,,388,,,April,24
Barnsley,E08000016,Upper tier local authority,2020-04-24,10,,,563,,,April,24
Wirral,E08000015,Upper tier local authority,2020-04-24,19,,,944,,,April,24
Sefton,E08000014,Upper tier local authority,2020-04-24,3,,,741,,,April,24
St. Helens,E08000013,Upper tier local authority,2020-04-24,15,,,596,,,April,24
Liverpool,E08000012,Upper tier local authority,2020-04-24,28,,,1318,,,April,24
Knowsley,E08000011,Upper tier local authority,2020-04-24,5,,,491,,,April,24
Wigan,E08000010,Upper tier local authority,2020-04-24,15,,,579,,,April,24
Trafford,E08000009,Upper tier local authority,2020-04-24,10,,,550,,,April,24
Tameside,E08000008,Upper tier local authority,2020-04-24,7,,,428,,,April,24
Stockport,E08000007,Upper tier local authority,2020-04-24,15,,,761,,,April,24
Salford,E08000006,Upper tier local authority,2020-04-24,8,,,554,,,April,24
Rochdale,E08000005,Upper tier local authority,2020-04-24,10,,,411,,,April,24
Oldham,E08000004,Upper tier local authority,2020-04-24,7,,,564,,,April,24
Manchester,E08000003,Upper tier local authority,2020-04-24,24,,,1008,,,April,24
Bury,E08000002,Upper tier local authority,2020-04-24,15,,,420,,,April,24
Bolton,E08000001,Upper tier local authority,2020-04-24,12,,,711,,,April,24
Dorset,E06000059,Upper tier local authority,2020-04-24,1,,,292,,,April,24
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-24,2,,,390,,,April,24
Northumberland,E06000057,Upper tier local authority,2020-04-24,13,,,705,,,April,24
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-24,2,,,451,,,April,24
Bedford,E06000055,Upper tier local authority,2020-04-24,3,,,389,,,April,24
Wiltshire,E06000054,Upper tier local authority,2020-04-24,5,,,392,,,April,24
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-24,6,,,458,,,April,24
Shropshire,E06000051,Upper tier local authority,2020-04-24,5,,,422,,,April,24
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-24,16,,,721,,,April,24
Cheshire East,E06000049,Upper tier local authority,2020-04-24,27,,,771,,,April,24
County Durham,E06000047,Upper tier local authority,2020-04-24,37,,,1218,,,April,24
Isle of Wight,E06000046,Upper tier local authority,2020-04-24,10,,,102,,,April,24
Southampton,E06000045,Upper tier local authority,2020-04-24,7,,,435,,,April,24
Portsmouth,E06000044,Upper tier local authority,2020-04-24,6,,,268,,,April,24
Brighton and Hove,E06000043,Upper tier local authority,2020-04-24,2,,,344,,,April,24
Milton Keynes,E06000042,Upper tier local authority,2020-04-24,4,,,436,,,April,24
Wokingham,E06000041,Upper tier local authority,2020-04-24,7,,,347,,,April,24
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-24,4,,,229,,,April,24
Slough,E06000039,Upper tier local authority,2020-04-24,7,,,361,,,April,24
Reading,E06000038,Upper tier local authority,2020-04-24,6,,,437,,,April,24
West Berkshire,E06000037,Upper tier local authority,2020-04-24,3,,,299,,,April,24
Bracknell Forest,E06000036,Upper tier local authority,2020-04-24,4,,,200,,,April,24
Medway,E06000035,Upper tier local authority,2020-04-24,6,,,584,,,April,24
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-24,2,,,282,,,April,24
Luton,E06000032,Upper tier local authority,2020-04-24,1,,,567,,,April,24
Peterborough,E06000031,Upper tier local authority,2020-04-24,1,,,190,,,April,24
Swindon,E06000030,Upper tier local authority,2020-04-24,7,,,341,,,April,24
Plymouth,E06000026,Upper tier local authority,2020-04-24,3,,,267,,,April,24
South Gloucestershire,E06000025,Upper tier local authority,2020-04-24,9,,,322,,,April,24
North Somerset,E06000024,Upper tier local authority,2020-04-24,6,,,207,,,April,24
"Bristol, City of",E06000023,Upper tier local authority,2020-04-24,16,,,571,,,April,24
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-24,3,,,201,,,April,24
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-24,18,,,394,,,April,24
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-24,1,,,223,,,April,24
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-24,25,,,241,,,April,24
Nottingham,E06000018,Upper tier local authority,2020-04-24,17,,,487,,,April,24
Leicester,E06000016,Upper tier local authority,2020-04-24,14,,,602,,,April,24
Derby,E06000015,Upper tier local authority,2020-04-24,5,,,446,,,April,24
York,E06000014,Upper tier local authority,2020-04-24,9,,,242,,,April,24
North Lincolnshire,E06000013,Upper tier local authority,2020-04-24,20,,,309,,,April,24
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-24,3,,,128,,,April,24
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-24,25,,,487,,,April,24
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-24,24,,,388,,,April,24
Blackpool,E06000009,Upper tier local authority,2020-04-24,8,,,377,,,April,24
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-24,5,,,289,,,April,24
Warrington,E06000007,Upper tier local authority,2020-04-24,7,,,558,,,April,24
Halton,E06000006,Upper tier local authority,2020-04-24,2,,,301,,,April,24
Darlington,E06000005,Upper tier local authority,2020-04-24,8,,,239,,,April,24
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-24,3,,,328,,,April,24
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-24,12,,,289,,,April,24
Middlesbrough,E06000002,Upper tier local authority,2020-04-24,9,,,490,,,April,24
Hartlepool,E06000001,Upper tier local authority,2020-04-24,6,,,165,,,April,24
England,E92000001,Nation,2020-04-23,2424,2087,337,109741,109330,411,April,23
South West,E12000009,Region,2020-04-23,159,,,5724,,,April,23
South East,E12000008,Region,2020-04-23,364,,,15753,,,April,23
London,E12000007,Region,2020-04-23,304,,,23571,,,April,23
East of England,E12000006,Region,2020-04-23,175,,,9377,,,April,23
West Midlands,E12000005,Region,2020-04-23,297,,,11760,,,April,23
East Midlands,E12000004,Region,2020-04-23,115,,,6144,,,April,23
Yorkshire and The Humber,E12000003,Region,2020-04-23,228,,,8795,,,April,23
North West,E12000002,Region,2020-04-23,465,,,17059,,,April,23
North East,E12000001,Region,2020-04-23,195,,,6823,,,April,23
Worcestershire,E10000034,Upper tier local authority,2020-04-23,13,,,1041,,,April,23
West Sussex,E10000032,Upper tier local authority,2020-04-23,28,,,1019,,,April,23
Warwickshire,E10000031,Upper tier local authority,2020-04-23,20,,,1032,,,April,23
Surrey,E10000030,Upper tier local authority,2020-04-23,50,,,2400,,,April,23
Suffolk,E10000029,Upper tier local authority,2020-04-23,26,,,911,,,April,23
Staffordshire,E10000028,Upper tier local authority,2020-04-23,53,,,1537,,,April,23
Somerset,E10000027,Upper tier local authority,2020-04-23,9,,,435,,,April,23
Oxfordshire,E10000025,Upper tier local authority,2020-04-23,42,,,1421,,,April,23
Nottinghamshire,E10000024,Upper tier local authority,2020-04-23,29,,,997,,,April,23
North Yorkshire,E10000023,Upper tier local authority,2020-04-23,28,,,781,,,April,23
Northamptonshire,E10000021,Upper tier local authority,2020-04-23,9,,,983,,,April,23
Norfolk,E10000020,Upper tier local authority,2020-04-23,40,,,1289,,,April,23
Lincolnshire,E10000019,Upper tier local authority,2020-04-23,18,,,758,,,April,23
Leicestershire,E10000018,Upper tier local authority,2020-04-23,13,,,830,,,April,23
Lancashire,E10000017,Upper tier local authority,2020-04-23,69,,,2531,,,April,23
Kent,E10000016,Upper tier local authority,2020-04-23,75,,,3159,,,April,23
Hertfordshire,E10000015,Upper tier local authority,2020-04-23,30,,,2117,,,April,23
Hampshire,E10000014,Upper tier local authority,2020-04-23,63,,,2538,,,April,23
Gloucestershire,E10000013,Upper tier local authority,2020-04-23,31,,,1094,,,April,23
Essex,E10000012,Upper tier local authority,2020-04-23,55,,,2266,,,April,23
East Sussex,E10000011,Upper tier local authority,2020-04-23,6,,,496,,,April,23
Devon,E10000008,Upper tier local authority,2020-04-23,25,,,630,,,April,23
Derbyshire,E10000007,Upper tier local authority,2020-04-23,11,,,1058,,,April,23
Cumbria,E10000006,Upper tier local authority,2020-04-23,31,,,1693,,,April,23
Cambridgeshire,E10000003,Upper tier local authority,2020-04-23,9,,,661,,,April,23
Buckinghamshire,E10000002,Upper tier local authority,2020-04-23,11,,,744,,,April,23
Westminster,E09000033,Upper tier local authority,2020-04-23,6,,,578,,,April,23
Wandsworth,E09000032,Upper tier local authority,2020-04-23,6,,,889,,,April,23
Waltham Forest,E09000031,Upper tier local authority,2020-04-23,6,,,690,,,April,23
Tower Hamlets,E09000030,Upper tier local authority,2020-04-23,4,,,586,,,April,23
Sutton,E09000029,Upper tier local authority,2020-04-23,9,,,645,,,April,23
Southwark,E09000028,Upper tier local authority,2020-04-23,11,,,1150,,,April,23
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-23,1,,,353,,,April,23
Redbridge,E09000026,Upper tier local authority,2020-04-23,6,,,648,,,April,23
Newham,E09000025,Upper tier local authority,2020-04-23,9,,,921,,,April,23
Merton,E09000024,Upper tier local authority,2020-04-23,4,,,629,,,April,23
Lewisham,E09000023,Upper tier local authority,2020-04-23,4,,,874,,,April,23
Lambeth,E09000022,Upper tier local authority,2020-04-23,19,,,1098,,,April,23
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-23,5,,,423,,,April,23
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-23,5,,,450,,,April,23
Islington,E09000019,Upper tier local authority,2020-04-23,6,,,398,,,April,23
Hounslow,E09000018,Upper tier local authority,2020-04-23,6,,,621,,,April,23
Hillingdon,E09000017,Upper tier local authority,2020-04-23,6,,,696,,,April,23
Havering,E09000016,Upper tier local authority,2020-04-23,8,,,610,,,April,23
Harrow,E09000015,Upper tier local authority,2020-04-23,11,,,859,,,April,23
Haringey,E09000014,Upper tier local authority,2020-04-23,3,,,524,,,April,23
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-23,48,,,592,,,April,23
Hackney,E09000012,Upper tier local authority,2020-04-23,6,,,593,,,April,23
Greenwich,E09000011,Upper tier local authority,2020-04-23,5,,,604,,,April,23
Enfield,E09000010,Upper tier local authority,2020-04-23,12,,,780,,,April,23
Ealing,E09000009,Upper tier local authority,2020-04-23,9,,,1000,,,April,23
Croydon,E09000008,Upper tier local authority,2020-04-23,23,,,1311,,,April,23
Camden,E09000007,Upper tier local authority,2020-04-23,8,,,557,,,April,23
Bromley,E09000006,Upper tier local authority,2020-04-23,26,,,993,,,April,23
Brent,E09000005,Upper tier local authority,2020-04-23,15,,,1310,,,April,23
Bexley,E09000004,Upper tier local authority,2020-04-23,3,,,579,,,April,23
Barnet,E09000003,Upper tier local authority,2020-04-23,11,,,1152,,,April,23
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-23,3,,,442,,,April,23
Gateshead,E08000037,Upper tier local authority,2020-04-23,43,,,719,,,April,23
Wakefield,E08000036,Upper tier local authority,2020-04-23,6,,,470,,,April,23
Leeds,E08000035,Upper tier local authority,2020-04-23,46,,,1202,,,April,23
Kirklees,E08000034,Upper tier local authority,2020-04-23,10,,,489,,,April,23
Calderdale,E08000033,Upper tier local authority,2020-04-23,5,,,218,,,April,23
Bradford,E08000032,Upper tier local authority,2020-04-23,24,,,702,,,April,23
Wolverhampton,E08000031,Upper tier local authority,2020-04-23,15,,,706,,,April,23
Walsall,E08000030,Upper tier local authority,2020-04-23,8,,,827,,,April,23
Solihull,E08000029,Upper tier local authority,2020-04-23,32,,,535,,,April,23
Sandwell,E08000028,Upper tier local authority,2020-04-23,18,,,884,,,April,23
Dudley,E08000027,Upper tier local authority,2020-04-23,17,,,676,,,April,23
Coventry,E08000026,Upper tier local authority,2020-04-23,20,,,623,,,April,23
Birmingham,E08000025,Upper tier local authority,2020-04-23,53,,,2668,,,April,23
Sunderland,E08000024,Upper tier local authority,2020-04-23,20,,,1055,,,April,23
South Tyneside,E08000023,Upper tier local authority,2020-04-23,16,,,455,,,April,23
North Tyneside,E08000022,Upper tier local authority,2020-04-23,9,,,437,,,April,23
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-23,10,,,811,,,April,23
Sheffield,E08000019,Upper tier local authority,2020-04-23,14,,,1928,,,April,23
Rotherham,E08000018,Upper tier local authority,2020-04-23,12,,,606,,,April,23
Doncaster,E08000017,Upper tier local authority,2020-04-23,2,,,373,,,April,23
Barnsley,E08000016,Upper tier local authority,2020-04-23,4,,,553,,,April,23
Wirral,E08000015,Upper tier local authority,2020-04-23,23,,,925,,,April,23
Sefton,E08000014,Upper tier local authority,2020-04-23,4,,,738,,,April,23
St. Helens,E08000013,Upper tier local authority,2020-04-23,25,,,581,,,April,23
Liverpool,E08000012,Upper tier local authority,2020-04-23,19,,,1290,,,April,23
Knowsley,E08000011,Upper tier local authority,2020-04-23,20,,,486,,,April,23
Wigan,E08000010,Upper tier local authority,2020-04-23,25,,,564,,,April,23
Trafford,E08000009,Upper tier local authority,2020-04-23,9,,,540,,,April,23
Tameside,E08000008,Upper tier local authority,2020-04-23,5,,,421,,,April,23
Stockport,E08000007,Upper tier local authority,2020-04-23,19,,,746,,,April,23
Salford,E08000006,Upper tier local authority,2020-04-23,17,,,546,,,April,23
Rochdale,E08000005,Upper tier local authority,2020-04-23,11,,,401,,,April,23
Oldham,E08000004,Upper tier local authority,2020-04-23,19,,,557,,,April,23
Manchester,E08000003,Upper tier local authority,2020-04-23,18,,,984,,,April,23
Bury,E08000002,Upper tier local authority,2020-04-23,18,,,405,,,April,23
Bolton,E08000001,Upper tier local authority,2020-04-23,16,,,699,,,April,23
Dorset,E06000059,Upper tier local authority,2020-04-23,14,,,291,,,April,23
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-23,7,,,388,,,April,23
Northumberland,E06000057,Upper tier local authority,2020-04-23,8,,,692,,,April,23
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-23,5,,,449,,,April,23
Bedford,E06000055,Upper tier local authority,2020-04-23,2,,,386,,,April,23
Wiltshire,E06000054,Upper tier local authority,2020-04-23,10,,,387,,,April,23
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-23,12,,,452,,,April,23
Shropshire,E06000051,Upper tier local authority,2020-04-23,10,,,417,,,April,23
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-23,26,,,705,,,April,23
Cheshire East,E06000049,Upper tier local authority,2020-04-23,33,,,744,,,April,23
County Durham,E06000047,Upper tier local authority,2020-04-23,46,,,1181,,,April,23
Isle of Wight,E06000046,Upper tier local authority,2020-04-23,10,,,92,,,April,23
Southampton,E06000045,Upper tier local authority,2020-04-23,16,,,428,,,April,23
Portsmouth,E06000044,Upper tier local authority,2020-04-23,2,,,262,,,April,23
Brighton and Hove,E06000043,Upper tier local authority,2020-04-23,4,,,342,,,April,23
Milton Keynes,E06000042,Upper tier local authority,2020-04-23,6,,,432,,,April,23
Wokingham,E06000041,Upper tier local authority,2020-04-23,4,,,340,,,April,23
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-23,4,,,225,,,April,23
Slough,E06000039,Upper tier local authority,2020-04-23,5,,,354,,,April,23
Reading,E06000038,Upper tier local authority,2020-04-23,8,,,431,,,April,23
West Berkshire,E06000037,Upper tier local authority,2020-04-23,10,,,296,,,April,23
Bracknell Forest,E06000036,Upper tier local authority,2020-04-23,6,,,196,,,April,23
Medway,E06000035,Upper tier local authority,2020-04-23,14,,,578,,,April,23
Thurrock,E06000034,Upper tier local authority,2020-04-23,4,,,263,,,April,23
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-23,3,,,280,,,April,23
Luton,E06000032,Upper tier local authority,2020-04-23,1,,,566,,,April,23
Swindon,E06000030,Upper tier local authority,2020-04-23,10,,,334,,,April,23
Torbay,E06000027,Upper tier local authority,2020-04-23,5,,,182,,,April,23
Plymouth,E06000026,Upper tier local authority,2020-04-23,7,,,264,,,April,23
South Gloucestershire,E06000025,Upper tier local authority,2020-04-23,2,,,313,,,April,23
North Somerset,E06000024,Upper tier local authority,2020-04-23,8,,,201,,,April,23
"Bristol, City of",E06000023,Upper tier local authority,2020-04-23,13,,,555,,,April,23
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-23,6,,,198,,,April,23
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-23,22,,,376,,,April,23
